@lat	@lon	name	tourism	historic	amenity	natural	leisure
38.5706070	-7.9094871	Posto de Turismo	information				
41.4944699	-7.5210081		viewpoint				
41.4965441	-7.5239272		viewpoint				
38.6452383	-9.2226947		viewpoint				
38.7305301	-9.1532108	Estátua com Cavalo	artwork				
38.7683874	-9.0922778	Lago das Tágides	artwork				
40.5213035	-7.3936269		picnic_site				
41.8048278	-8.5694417	Capela Nossa Senhora dos Perdidos			place_of_worship		
39.4613318	-8.6687414	Igreja Santa Maria Mãe de Deus			place_of_worship		
32.8397826	-17.2069349		picnic_site				
41.7976328	-8.5738945	Centro Paroquial de São Tiago		monument			
41.7866791	-8.5648001	Casinha do Poço	hostel				
38.9264731	-9.2309429	Igreja e Centro Social de Venda do Pinheiro			place_of_worship		
38.7131073	-9.1497546	Museu Geológico	museum				
41.4128368	-8.3792633		picnic_site				
39.4088898	-8.2876268	Igreja do CIMSM			place_of_worship		
39.2977889	-8.5811516	Patacão	attraction				
41.1814396	-8.0804666			wayside_cross			
41.5515122	-8.4161961	Dora	motel				
41.3950659	-8.2032964	Cruzeiro		memorial			
38.6647654	-9.1654587	Monumento à Paz	artwork				
41.4100509	-8.5182656	Edifício Dom Sancho I	artwork				
41.1780075	-8.6143361	Hotel Beta Porto	hotel				
39.0918798	-9.2602093	São Tiago			place_of_worship		
39.0946196	-9.2612224	Castelo de Torres Vedras		castle			
38.8413207	-7.5902770	Porta do Sol		city_gate			
39.0901781	-9.2591305	Museu Municipal Leonel Trindade	museum				
39.4591193	-8.3845856		viewpoint				
38.7179305	-9.2826986	Serra da Caiada	viewpoint				
38.7695294	-9.4442454		viewpoint				
37.0968229	-8.2549859		picnic_site				picnic_table
37.0995698	-8.2562037		picnic_site				
37.1012032	-8.2557410		picnic_site				
37.0984124	-8.2560830		picnic_site				
38.0062636	-8.4141460		hotel				
38.0119674	-8.5064877	Monte do Giestal	hotel				
40.7767814	-7.0629176	Porta de Marialva		city_gate			
38.7354312	-9.1375837	Hotel Turim Alameda	hotel				
39.0417403	-9.2656641	Cabeçeira Sepultura		archaeological_site			
39.0417447	-9.2657125	Cabeçeira Sepultura		archaeological_site			
39.0417535	-9.2657693	Cabeçeira Sepultura		archaeological_site			
39.0417699	-9.2658217	Cabeçeira Sepultura		archaeological_site			
40.5558804	-8.4321188	Cruzeiro		wayside_cross			
39.4174890	-8.9153354		viewpoint				
39.0400563	-9.2667443	Igreja Evangélico Batista			place_of_worship		
39.0995223	-8.1441162		caravan_site				
40.1124203	-8.2428568	Jardim Família Pilar da Sociedade	artwork	memorial			
39.4270438	-8.9799284			memorial			
39.2396142	-8.6771062	Miradouro de São Bento	viewpoint				
38.8954502	-9.1701883		viewpoint				
41.2004633	-8.5692256	Pransor Águas Santas	hotel				
38.7971150	-9.3902304	Pelourinho de Sintra	attraction	pillory			
40.9999544	-8.6440152	Museu Municipal de Espinho	museum				
38.8264857	-9.1037475	Salão do Reino das Testemunhas de Jeová			place_of_worship		
41.7277763	-8.1711599	Miradouro da Boneca	viewpoint				
39.6136078	-9.0836514		viewpoint				
39.6044244	-9.0853473	Farol da Nazaré	attraction	yes			
39.6049709	-9.0744634		viewpoint				
38.9414038	-9.2283983				place_of_worship		
38.9522261	-9.2328213				place_of_worship		
38.8206543	-9.2105596		viewpoint				
38.8270154	-9.2006016		viewpoint				
38.8502566	-9.1428783	Paço Processional		wayside_shrine			
39.6002510	-9.0660616		picnic_site				
39.6062337	-9.0706785		viewpoint				
40.7754237	-7.0638648	Casa Museu Helena e António Seixas	museum				
40.7791719	-7.0609211	Igreja da Trindade		ruins			
40.7754262	-7.0628307	Pelourinho de Pinhel	attraction	pillory			
37.8360581	-8.2458278	Igreja Matriz de Messejana			place_of_worship		
37.1188184	-8.5291088	NH Marina Portimão Resort	hotel				
37.1189512	-8.5365629	Tourist INFO	information				
41.1594273	-8.6255051	Casa-Museu Marta Ortigão Sampaio	museum				
40.3788012	-8.3596114	Museu Militar do Buçaco	museum				
41.5614606	-8.4271656		viewpoint				
40.8551696	-8.3777839	Igreja Matriz de Macieira de Cambra			place_of_worship		
41.7804889	-8.1968260	Vilarinho da Furna		hamlet			
40.5149663	-8.4926455	Hotel Paraíso	hotel				
40.5128114	-8.4956724	Carta de Foral de Oliveira do Bairro	artwork	memorial			
40.5126294	-8.4960734			memorial			
39.7979887	-7.9504971	Praia Fluvial do Malhadal 1	picnic_site				
41.5674785	-8.4384268				place_of_worship		
38.6288176	-9.1686278	Igreja de Vale de Milhaços			place_of_worship		
41.8297860	-7.9500261	Miradouro da Cascata de Pitões das Júnias (Norte)	viewpoint				
39.5538679	-7.9977194	Igreja da Misericórdia			place_of_worship		
41.0377633	-6.9076258		picnic_site				
41.0478441	-6.9406324		viewpoint				
41.0515405	-6.9116317		viewpoint				
39.6941484	-8.1301428		viewpoint				
39.6997524	-8.1306190		picnic_site				
40.6210653	-6.9004757	Castelo de Castelo Bom		castle			
40.6208539	-6.9012519	Porta da Vila		castle			
39.2292313	-8.6877920			memorial			
38.7568946	-9.2577301	Igreja Evangélica Assembleia de Deus Ministério Emanuel			place_of_worship		
40.6223299	-6.9017701	Miradouro da Costa	viewpoint				
40.6219268	-6.9025372		viewpoint				
40.6208723	-6.9013463		viewpoint				
40.6217966	-6.9005685		viewpoint				
40.6210433	-6.9003754		viewpoint				
41.7157591	-8.1531970	Miradouro da Pedra Bela	viewpoint				
37.1822124	-8.2810537	KrazyWorld Zoo	zoo				
41.2474233	-8.2555547	Parque de Lazer Domingos Ferreira	picnic_site				
38.7333914	-9.1756878	Alto da Serafina	viewpoint				
39.4502312	-8.5410512				place_of_worship		
39.4434520	-8.5131240				place_of_worship		
39.4457325	-8.5534644				place_of_worship		
41.6048726	-7.3107864	Albergaria Tony da Silva	hotel				
41.1383118	-8.6086587	Miradouro do Largo de Aviz	viewpoint				
41.5609864	-7.9827788	Área de lazer do Oural	picnic_site				
39.2531224	-8.0108087	Hotel Ponte de Sor	hotel				
39.2549992	-8.0099238	Museu do Arroz	museum				
40.8506735	-7.2576900	Miradouro da Santa Bárbara	viewpoint				
40.8545161	-7.2601147			monument			
40.8543903	-7.2600584		museum				
40.8630850	-7.2722812			archaeological_site			
40.8627888	-7.2707711			archaeological_site			
40.8506066	-7.2579341		picnic_site				
40.8589731	-7.2509121			ruins			
40.8574681	-7.2258068	Antiga fábrica de telhas		ruins			
39.2480137	-8.0092402	Igreja Matriz de Ponte de Sor			place_of_worship		
39.2455377	-8.0078897	Igreja de São Pedro			place_of_worship		
39.2433358	-8.0100650	Testemunhas de Jeová			place_of_worship		
39.2473614	-8.0113015	Senhor das Almas			place_of_worship		
39.2475027	-8.0120713				place_of_worship		
39.2473157	-8.0107704	Evangélica			place_of_worship		
41.1467181	-8.6773162	Farolim de Felgueiras	attraction				
39.1744501	-7.9926444	Capela do Senhor das Almas			place_of_worship		
39.1610840	-7.9982557	Capela de São Pedro			place_of_worship		
39.1589301	-7.9975759	Igreja da Misericórdia de Galveias			place_of_worship		
39.1587708	-8.0034797	Capela de São Saturnino			place_of_worship		
39.7829727	-7.9507336	Igreja Rainha Santa Isabel			place_of_worship		
38.6763874	-9.3214544	Mergulho da Baleia	artwork				
41.6132270	-8.7696837	Azenha de Minante	attraction				
41.7332104	-8.1415678	Abrigo		ruins			
41.7357469	-8.1586226		picnic_site				
38.6794671	-9.1713441		viewpoint				
40.4069831	-7.7118931	Quinta do Crestelo	motel				
39.2965531	-9.1929530	Monumento Funerário do Tenente-coronel George Lake		memorial			
40.2088647	-8.4283964	Fado ao Centro	attraction				
38.7355574	-9.1476233	Hotel Imperador	hotel				
38.7287391	-9.1445440	Alicante	hotel				
41.9375704	-6.6169962	Parque de Campismo	camp_site				
38.6860869	-9.1475996		viewpoint				
41.7452163	-7.8690125	Sol e Chuva	hotel				
41.1591561	-7.7848467	Imperio Hotel	hotel				
41.1633881	-7.8035771		guest_house				
38.5943101	-9.0899554	Igreja de Santo António			place_of_worship		
40.4762315	-7.2551554				place_of_worship		
39.0145566	-7.0689214	Estátua de Santa Beatriz da Silva	attraction		toilets		
39.0137530	-7.0718176	Museu de Arte Sacra	museum				
39.0128152	-7.0718470	Lagar-Museu do Palácio Visconde d'Olivã	museum				
39.0789148	-7.0309841	Castelo de Ouguela		castle			
39.0124850	-7.0687570	Pelourinho de Campo Maior	attraction	pillory			
39.0115819	-7.0704838	Igreja da Misericórdia			place_of_worship		
41.5584197	-8.7349827	Cruzeiro		wayside_cross			
40.6364303	-8.4640034	Cruzeiro		wayside_cross			
39.0777629	-7.1446779	Minas da Tinoca		ruins			
40.5758301	-8.4484305	Conde Sucena		memorial			
37.1021668	-8.3666521	Holiday Inn Algarve	hotel				
41.9472191	-8.7279504	Cervo	viewpoint				
40.9377292	-7.4263086	Capela do Divino Senhor dos Passos			place_of_worship		
39.0138797	-7.0701457	Hospedaria Jardim	motel				
39.0145294	-7.0677704	Pensão Ponto Final	motel				
40.2841131	-7.5056516	SportHotel	hotel				
41.9396393	-8.7439970		artwork				
37.1077607	-7.7828322		viewpoint				
41.3417660	-8.7517049	Forte São João	hotel				
40.5719816	-8.4475381	Conselheiro Albano de Mello		memorial			
40.6310175	-8.6398470	Água Vida Igreja Cristã			place_of_worship		
40.6379161	-8.6509508	Hospedaria 5 Bicas	guest_house				
40.6398829	-8.6455390	Marco Turistico		memorial			
40.6398383	-8.6448109	Marco turistico		memorial			
40.6394900	-8.6438677	Maria da Fonte	artwork				
40.6372639	-8.6487690	Cruzeiro	attraction				
40.6265621	-8.6316282	Capela Santa Eufémia			place_of_worship		
40.6336634	-8.6470817	Associação Cultural Espírita Estrela de Aveiro			place_of_worship		
40.5643443	-8.3984114			wayside_cross			
39.3021991	-7.4485871	Cruz da Penha	viewpoint	wayside_cross			
39.0688056	-7.6523787		viewpoint				
39.3045216	-7.4236694	Miradouro da Serra	viewpoint				
39.2972311	-7.4420023		viewpoint				
39.2517592	-8.0028131		viewpoint				
39.2377366	-8.0040679		viewpoint				
39.0771703	-8.1873004		viewpoint				
39.1160425	-8.1478853	Azinheira das Bruxas	viewpoint				
41.1525898	-6.8364175	Quinta dos Baldo	guest_house				
40.2128137	-8.5059730		picnic_site				
41.1277193	-6.8343197	Quinta da Ferradosa	guest_house				
37.2111156	-8.0102061					cave_entrance	
37.2114247	-8.0105260					cave_entrance	
38.9331101	-9.0399215		viewpoint				
32.7035360	-16.8886848		camp_site				
32.7020167	-16.8860648		camp_site				
32.7032356	-16.8891655		picnic_site				
32.7427693	-16.8423537		viewpoint				
40.0821692	-8.5315819	Capela da Serrazina			place_of_worship		
40.3525577	-7.0932704		viewpoint				
40.2258884	-8.2173764	Parque de Merendas de Medas	picnic_site				
37.1153648	-8.6789956		caravan_site				
39.6247271	-8.1626976		picnic_site				
39.6271610	-8.1619781	Miradouro do Penedo Furado	viewpoint				
38.6744905	-8.4602523	Posto de Turismo	information				
38.6789213	-8.4575164	Museu da Escola Prática de Artilharia	museum				
38.6774895	-8.4680464	Igreja São Domingos Sávio			place_of_worship		
38.6787450	-8.4575899			memorial			
37.1024699	-8.6737860			memorial			
41.8590805	-8.8744391	Convento de Nossa Senhora da Ínsua		convent			
37.7512711	-25.6265529	Aparthotel Barracuda	hotel				
38.5670209	-7.9219111	Chafariz das Bravas		fountain	drinking_water		
40.3727005	-8.4805686		hotel				
41.7564896	-8.1043794	Rocalva				peak	
41.7093737	-8.1862937	Miradouro Voltas de São Bento	viewpoint				
41.7400597	-8.1581147	Parque de Campismo do Vidoeiro	camp_site				
38.8830990	-9.1206337		viewpoint				
40.6104083	-8.5363854	Igreja de Santa Eulália			place_of_worship		
41.6525892	-8.4701784	Castro de Barbudo		archaeological_site			
41.3589619	-8.0901326	Alminhas do Tapado		wayside_shrine			
41.6871039	-8.4307430	Museu Pico de Regalados	museum				
39.4049340	-9.1345294	Europeia Hotel	hotel				
39.6294820	-8.6707866	Catolica Hotel	hotel				
39.6300914	-8.6729807	Muro de Berlim		memorial			
38.8197709	-9.1890148		viewpoint				
38.8195327	-9.1886607		picnic_site				
39.4620764	-8.1929483	Dom Nuno Álvares Pereira	artwork	memorial			
39.4643548	-8.2021634		viewpoint				
37.0928749	-8.2073418	Balaia Golf Village Resort	hotel				
41.9020042	-8.5921920	King's Cottage	guest_house				
41.2177877	-8.5533835	Pensão Residencial Abê	hotel				
41.9044496	-8.5930476	MFS	guest_house				
41.9011038	-8.5919426	JdA	guest_house				
39.1939393	-7.7874354		viewpoint				
38.9355032	-9.3271299			memorial			
39.4549033	-8.2394186		viewpoint				
39.6314457	-8.6716331	São Luís Maria Grignion de Montfort		memorial			
39.6323840	-8.6729403	Santo Afonso Maria de Ligório		memorial			
39.6309926	-8.6720165	Santa Beatriz da Silva		memorial			
39.6322446	-8.6732520	São Francisco de Sales		memorial			
39.6310593	-8.6719306	São João da Cruz		memorial			
39.6311944	-8.6717670	Santo Inácio de Loiola		memorial			
39.6323056	-8.6731625	São Marcelino Champagnat		memorial			
39.6312690	-8.6717025	São Simão Stock		memorial			
39.6323956	-8.6728275	São João Bosco e São Domingos Sávio		memorial			
39.6313188	-8.6730594	Monumento ao Sagrado Coração de Jesus		memorial			
37.7166693	-25.4108144	Miradouro da Ribeira das Tainhas	viewpoint				
39.2689418	-9.1552423	Museu Municipal do Bombarral	museum				
39.2684310	-9.1553871	Posto de Turismo_Turism Office	information				
40.1318388	-7.5118801	Parque de Campismo do Fundão	camp_site				
41.2733333	-7.4767131		information				
41.2828702	-7.4198744	Miradouro da Senhora da Cunha	viewpoint				
41.2807466	-7.4733078	Quinta da Seixeda	hotel				
41.2353146	-8.6256060	Hotel Premium	hotel				
41.5513706	-8.4259002		artwork				
41.5507097	-8.4263478	Fonte dos Castelos	attraction	fountain	fountain		
41.5423549	-8.4316301	Comendador António Maria Santos da Cunha	artwork				
32.6805181	-17.0909514	Casa Alto Santo António	guest_house				
32.6804307	-17.0905497	Casa do Sol	guest_house				
32.6787210	-17.0925780	Marina Lugar de Baixo		ruins			
38.4667056	-9.0065657	Acesso proibido	information				
32.6639217	-16.9384168	Santo António	viewpoint				
39.9151282	-7.4546747	Museu do Canteiro	museum				
39.4736440	-7.7487327	Capela de Santo António			place_of_worship		
39.4693001	-8.0626048	Nossa Senhora da Guia			place_of_worship		
39.2966725	-8.6156068	Fonte da Barreira da Bica	attraction				
39.3171546	-8.6240325	Quinta da Faia	attraction				
39.3123532	-8.6259657	Quinta da Sobreira	attraction				
39.3123598	-8.6270359	Quinta de Nossa Senhora da Conceição	attraction				
39.3201343	-8.6212192	Quinta do Castilho	attraction				
39.3047699	-8.6286919	Quinta do Outeirão	attraction				
38.7173604	-9.1415906	Pensão Residencial Portuense	hotel				
41.2120440	-8.6157437		picnic_site				
32.6362261	-16.9475291		viewpoint				
40.6355787	-8.5689096	Forno cerâmico romano de Eixo		archaeological_site			
39.6030540	-8.4272902		viewpoint				
32.6663096	-16.8898912	Miranda	viewpoint				
38.7953688	-9.3959387		viewpoint				
38.9646549	-9.1937057	PR2 SMA Rota do Sizandro	information				
39.0108847	-9.1539956	Miradouro da Forca	viewpoint				
37.0766143	-8.0641786	Quinta dos Rochas	guest_house				
32.6358158	-16.9477974	Doca do Cavacas	viewpoint				
39.1703453	-8.7967915	Museu do Vinho	museum				
37.1983656	-8.9096478		viewpoint				
37.1983854	-8.9106235		viewpoint				
37.1975969	-8.9134969		viewpoint				
37.1974287	-8.9125869		viewpoint				
37.1926789	-8.8895415		guest_house				
39.1704670	-8.7677670	Igreja Paroquial de Vila Chã de Ourique			place_of_worship		
37.0743224	-8.8407392	Capela da Figueira			place_of_worship		
39.2391682	-8.6844146	Convento de São Francisco		monument			
37.1935232	-7.4200334	Hotel Apolo	hotel				
41.1780148	-8.6891606	Martataka - Parque Temático	theme_park				
40.6845261	-7.9632454	Crasto	viewpoint				
38.5695459	-7.9094976	Embrace Évora Hostel	hostel		restaurant		
38.5719971	-7.9081279	Fundação Eugénio de Almeida	artwork				
32.8644502	-17.1793245		viewpoint				
40.3581337	-7.3517846	Ecomuseu do Zêzere	museum				
40.3579702	-7.3515033	Museu dos Descobrimentos	museum				
40.3591577	-7.3504545	Pedro Alvares Cabral		memorial			
32.8683177	-17.1665001		viewpoint				
32.6460312	-16.8244480	Reis Magos	viewpoint				
32.6423965	-16.8349572	QART Gallery Gerald Bretterbauer	gallery				
41.1797182	-8.6939834	Tragédia no Mar	artwork				
38.0110670	-8.6935795	Hotel Dom Nuno	hotel				
38.0155005	-8.6965808	Igreja da Misericórdia			place_of_worship		
38.5791178	-7.9152066			city_gate			
39.2107589	-8.9965005	Capela de São Salvador			place_of_worship		
41.5556659	-6.8670233	Forno de Telha		archaeological_site			
41.5499891	-6.8770261	Museu Rural de Salselas	museum				
41.5750890	-6.8972211		picnic_site				
41.5599044	-6.8816274		museum				
41.5598402	-6.8812627			archaeological_site			
32.6572886	-16.9195306	Achada	viewpoint				
38.4448892	-9.0998493	Museu do Mar	museum				
38.6292654	-9.0544257	Moinho de Maré de Palhais		ruins			
38.6258581	-9.0531096			archaeological_site			
40.5426450	-7.2650844			memorial			
39.2322884	-8.6869306	Monumento a Salgueiro Maia		memorial			
39.6296594	-8.6745486	Papa João Paulo II		memorial			
38.4429674	-9.0999994	Antigo Paredão		ruins			
38.4430282	-9.1003240	Monumento aos Pescadores		memorial			
38.4423406	-9.0983776	Estátua esfinge	artwork				
38.4422723	-9.0981431	Estátua feminina	artwork				
38.4422425	-9.0981665	Estátua peixes	artwork				
38.4423055	-9.0982596	Estátua sereia	artwork				
41.5518215	-6.8702599	Casa do Doutor Gonçalves	guest_house				
40.5538686	-7.4041490	Penha de Prados	viewpoint				
40.4946143	-7.3099191	Miradouro Hidrográfico das Três Bacias	viewpoint				
37.7540029	-25.6200580	Solar da Glória ao Carmo	hotel				
38.4438740	-9.1017112	Capela do Espírito Santo dos Mareantes	museum				
41.6847881	-7.1559081	Alto do Calvário	viewpoint				
41.6901701	-7.1600835	Fraga da Bandeira	viewpoint				
41.6767922	-7.1681474	Fraguedos do Alto dos Fornos	viewpoint				
41.7142445	-7.1692669	Lombo da Ponte	viewpoint				
39.3602256	-8.4771128		viewpoint				
41.0985640	-8.4948139		picnic_site				
32.6841830	-16.8988013	Terreiro da Luta	viewpoint				
39.5401713	-8.7526543	Grutas de Alvados	attraction			cave_entrance	
39.4797380	-8.4474778	Capela de Atalaia			place_of_worship		
38.5756726	-7.9067962	Porta da Armadura		city_gate			
40.6167905	-8.6571673	Igreja de São João			place_of_worship		
40.6462168	-7.4834162			archaeological_site			
39.4009719	-7.4864973	Quinta do Pomarinho	camp_site				
38.8420479	-7.5955155			city_gate			
41.6884055	-7.1559756	Homenagem a José Custódio		memorial			
32.6496044	-16.9798524	Vigário	viewpoint				
39.4361298	-9.2170313	Água d'Alma Hotel	hotel				
32.7364056	-16.9247236	Juncal	viewpoint				
32.7351176	-16.9285302	Centro da Freira da Madeira - Doutor Rui Silva	information				
41.7381572	-7.8940178	Castelo	viewpoint				
32.7742287	-16.8279465	Engenhos do Norte	yes				
32.7699534	-16.8264025		viewpoint				
32.7183703	-16.7675242		information				
32.7238919	-16.7589040	Parque de Merendas - Pico do Facho	picnic_site				
32.7153438	-16.7732935	Portelinha	viewpoint				
32.7720146	-16.8285645		information				
32.7326826	-16.7642106	Paraíso	viewpoint				
32.7420128	-16.6838630	Information birds	information				
32.7448340	-16.6861740	Informação da reserva da Ponta de São Lourenço	information				
32.7429134	-16.6818221	Casa do Sardinha	viewpoint				
32.7364012	-16.7465182	Ponte da Ribeira do Natal	information				
32.7422213	-16.6833477	Toponymic map manuscript	information				
32.7390028	-16.6809591	Furado	viewpoint				
32.7422343	-16.6860474		information				
32.7434841	-16.7001967		picnic_site				
32.7434880	-16.7001835		viewpoint				
32.7368782	-16.7370289	Marginal do Caniçal	viewpoint				
32.7220351	-16.7677059	Capela da Graça			place_of_worship		
32.7239966	-16.7588602	Pico do Facho	viewpoint				
32.7208584	-16.7623034	Senhor dos Milagres	viewpoint				
32.7245988	-16.7678710	Pensão Residencial Pérola de Machico	guest_house				
32.7240606	-16.7678452	Salão do Reino das Testemunhas de Jeová			place_of_worship		
32.7254098	-16.8170381	Bambi park	theme_park				
32.7293742	-16.8279801	Casa da Quinta	guest_house				
32.7245046	-16.8168284	Enotel Golf Santa da Serra	hotel				
32.7368229	-16.8173247	Igreja da Nossa Senhora do Bom Caminho			place_of_worship		
32.7266849	-16.8273441	Limite de Concelho Santa Cruz / Machico		boundary_stone			
32.7242820	-16.8189327	Marco		boundary_stone			
32.7467541	-16.8265698	Portela	viewpoint				
32.7467377	-16.8267068	Nossa Senhora do Bom Caminho			place_of_worship		
32.7253110	-16.8172810	Pic nic place	picnic_site				
32.7248292	-16.8164435	Quinta do Pântano	guest_house				
32.7260023	-16.8164215		picnic_site				
32.7276295	-16.8163922	Miradouro dos Ingleses	viewpoint				
32.7349601	-16.8186683		picnic_site				
41.4403784	-8.2943070	Ilha do Sabão	hotel				
32.7615391	-16.8052967	Teleférico	viewpoint				
32.7724712	-16.8276796		viewpoint				
32.7730336	-16.8278590	Vila Bela Hotel	motel				
32.7306069	-16.9031184		viewpoint				
32.7334637	-16.8970267		viewpoint				
32.7543146	-16.7501611	Pico das Roçadas	viewpoint				
32.6705613	-16.9085337	Marmeleiros	viewpoint				
37.7443432	-25.6387317	Ilha de São Miguel	viewpoint				
40.4860421	-7.3547360				place_of_worship		
41.8760274	-8.2611002		viewpoint				
41.8738504	-8.2643237	Pelourinho de Soajo	attraction	pillory			
41.8842468	-8.3134670	Anta do Mezio		archaeological_site			
37.0559567	-7.7486755	Igreja			place_of_worship		
41.8739269	-8.2975181		information				
32.6497724	-16.8736152	Neves	viewpoint				
41.4387253	-8.3022207	Centro de Artes e Ofícios dos Fornos da Cruz de Pedra	museum				
32.7207694	-16.7684934	Aqueduto de Machico		ruins			
40.2218128	-8.2192329	Parque Merendas São Miguel	picnic_site				
40.2198959	-8.2187920	Miradouro São Miguel	viewpoint				
32.6468435	-16.9038327	Cabra Cega	artwork				
32.6469322	-16.9011092	Estátua do Futebolista	artwork				
32.6341379	-16.9467114	Estátua de João Gonçalves Zarco	artwork				
32.6471737	-16.9053322	Monumento à Autonomia	artwork				
32.7177859	-17.1494568	Casa Beleza	guest_house				
32.6490841	-16.9431513	Garden Info	information				
32.7210279	-17.1728516	Casa Zappa	guest_house				
41.4570681	-8.3860204		picnic_site				
41.4580732	-8.3866721	Muro Celta		archaeological_site			
32.6360961	-16.9343429	Lido Poente	viewpoint				
32.7178690	-16.7651654	Residencial Amparo	hotel				
32.7149221	-16.7657676	Residencial Família	hotel				
41.3892537	-7.4176805	Fonte do Lugar	attraction		fountain		
41.3882720	-7.4232734	Nicho da Nossa Senhora da Anunciação		wayside_shrine			
38.6975923	-9.2839672	Hotel Solar Palmeiras	hotel				
32.6456525	-16.8703249	Pinheiro Grande	viewpoint				
41.5723374	-8.3517355			memorial			
41.5373725	-8.4184344				place_of_worship		
38.4515785	-9.1076233	Museu Arqueológico de Sesimbra	museum				
32.7072452	-16.7650373	Airplane Spotting Runway 23	viewpoint				
41.4955061	-8.4955443		picnic_site				
41.4981012	-8.4979257		picnic_site				
41.4986525	-8.5030248		picnic_site				
41.4935278	-8.4984475			memorial			
41.4981815	-8.5007247	Brasão de Ruílhe		memorial			
32.6455543	-16.9132094	Capela de Santa Catarina	viewpoint				
32.6802996	-16.8906086	Curral dos Romeiros	viewpoint				
32.6600484	-16.8746886	Lombo da Quinta	viewpoint				
32.6408374	-16.9484749	Monumento ao Trabalhador	artwork	monument			
32.6447997	-16.9173003	Sissi	artwork				
32.6454928	-16.9131000	Trabalhador Madeirense	artwork				
32.6466952	-16.9089256	Homenagem ao Emigrante Madeirense	artwork				
38.4202019	-9.2151602	Santuário da Nossa Senhora do Cabo Espichel	attraction				
38.4204433	-9.2137928	Cruzeiro		wayside_cross			
38.4439215	-9.1060511	Monumento aos Combatentes		memorial			
38.4463840	-9.1018367	Monumentos aos Bombeiros		memorial			
32.6474971	-16.9067216	Portas da Cidade	attraction				
38.4447640	-9.1050685	Náutico	motel				
38.6933938	-9.3243526	Paróquia de Nova Oeiras			place_of_worship		
38.4410378	-9.0892556	Falésia House	guest_house				
41.5498329	-8.4251557	Francisco Sanches	artwork				
41.5500869	-8.4251830	Frigideiras do Cantinho		yes	cafe		
32.6456034	-16.9133968	Cristóvão Colombo	artwork				
32.7725323	-17.0625078	Caramujo	camp_site				
32.7598869	-17.0164681	Chão dos Louros	camp_site				
32.7694915	-17.0770221	Estanquinhos	camp_site				
32.8095616	-17.1411193	Fanal	camp_site				
32.7119459	-16.8910073	Poiso	camp_site				
38.4683932	-9.1758891	Parque de Campismo dos Fetáis	camp_site				
32.7015107	-16.8834245		picnic_site				
32.7059734	-16.8829200		picnic_site				
32.7098120	-16.9122212		picnic_site				
32.7557706	-17.0588127		picnic_site				
32.7598884	-17.0172925		picnic_site				
32.8101072	-17.1410934		picnic_site				
32.8471677	-17.1939085		picnic_site				
32.8563725	-17.1574303		picnic_site				
37.1844569	-8.8951387			city_gate			
40.4901413	-8.4012078				place_of_worship		
40.4333622	-7.0101731				place_of_worship		
37.2166521	-8.3837697	Quinta da Liz	guest_house				
37.8620482	-25.7963045	Eco-Turismo	guest_house				
37.8429265	-25.7636114	Miradouro da Boca do Inferno	viewpoint				
37.8423935	-25.7606854		picnic_site				
37.7768716	-25.4776276		viewpoint				
40.5759468	-8.4436984	Corporação Evangélica Assembleia de Deus			place_of_worship		
40.6116177	-8.4396705	Capela da Quinta da Aguieira			place_of_worship		
32.8515174	-17.1660427	Lamaçeiros	viewpoint				
32.8514287	-17.1659866		picnic_site				
38.4433034	-9.1016425		hostel				
32.8228276	-17.1038161	Casa das Videiras	guest_house				
38.6850251	-9.3203160	Igreja de São Julião da Barra			place_of_worship		
38.6611998	-9.0784927	Alfredo da Silva	artwork				
37.3162339	-8.6132145	Cascata do Barbelote	attraction				
40.6212660	-6.9011673			memorial			
40.6404725	-8.6568275	Hotel das Salinas	hotel				
40.6435098	-8.6524516	Capela de São Bartolomeu			place_of_worship		
40.6454913	-8.6492715	Salão do Reino das Testemunhas de Jeová			place_of_worship		
40.6432994	-8.7463523	Hotel Barra	hotel				
40.6425435	-8.6545027	Dormidas Ferro	guest_house				
40.6445778	-8.6419329	Diocese de Aveiro			place_of_worship		
40.6398558	-8.6554971	Hotel AveiroCenter	hotel				
40.6408520	-8.7469495	Mar e Sol	guest_house				
40.6428140	-8.6538630	Residencial Palmeira	guest_house				
40.6453543	-8.6451594	Igreja Evangélica			place_of_worship		
40.6405853	-8.7469443	Tropicalia	guest_house				
40.6414512	-8.6548799	Aveiro Moments	attraction		ferry_terminal		
40.6419467	-8.6536546	Hospedaria dos Arcos	guest_house				
40.5764797	-7.2523996	Quinta dos Avelanais	hotel				
40.5638703	-7.2596547				place_of_worship		
40.6382446	-8.7443092		information				
40.6430886	-8.6531283	Dom João Envagelista de Lima Vidal	artwork				
40.6446496	-8.6470073	Igreja Evangélica de Aveiro			place_of_worship		
40.6417953	-8.6556077	Museu Arte Nova	museum				
40.6415964	-8.6555306	Passeios de Barco	information				
40.6427014	-8.6565414	Rossio	hostel				
40.7385899	-8.4439183	Capela Mortuária			place_of_worship		
40.7388237	-8.4440470	Casa-museu do Rancho Folclórico da Ribeira de Fráguas	museum				
41.4061338	-7.4507962	Posto de Turismo de Murça	information				
40.6415925	-8.6569213	João Afonso de Aveiro	artwork				
40.6423103	-8.6543859	Residencial Ferro	hostel				
40.6858991	-8.4857427	Cruzeiro de Assilhó		wayside_cross			
41.4180769	-7.4465634	Miradouro de São Domingos	viewpoint				
38.7306776	-9.1547533		attraction				
