@lat	@lon	name	tourism	historic	amenity
38.7455325	-9.1707593	"Adaxes, Cobos-de-leche"	attraction		
38.7455113	-9.1716329	Elandes	attraction		
38.7455176	-9.1720346	Órix-de-cimitarra	attraction		
38.7457426	-9.1719899	Palanca-ruana	attraction		
38.7457028	-9.1725845	Palanca-negra	attraction		
38.7454653	-9.1727152	Chitas	attraction		
38.7453186	-9.1734342	Okapis	attraction		
42.1563718	-6.7506784		viewpoint		
39.1954500	-9.3239833	Vista para o Cabeço do Sino	viewpoint		
40.2417562	-8.2687902	Cascata do Crocodilo	attraction		
41.3032384	-7.7409587	Antigas Bancadas do Circuito Internacional de Vila Real	attraction		
39.5993500	-8.8198500	Pelourinho de Porto de Mós	attraction	pillory	
41.2555735	-6.5525866	Miradouro de Picões	viewpoint		
41.8048860	-8.4549153	Observatório do Souto	viewpoint		
41.8017851	-8.4733718	Observatório Távora de Santa Maria	viewpoint		
41.7931753	-8.4849878	Observatório Jolda de São Paio	viewpoint		
41.8052033	-8.4487045	Fonte Santa	attraction		
41.7179964	-8.7041494		viewpoint		
41.1432107	-7.8958838		viewpoint		
37.0785379	-8.1187020		viewpoint		
41.0411186	-8.2721986	Pelourinho	attraction	pillory	
41.0818886	-8.1206857	Queda de água da Ribeira de Sampaio	attraction		
41.9466360	-8.7277690	Baloiço do Cervo	attraction		
40.6483528	-8.6673827	Salinas	attraction		
37.9642988	-8.8827447		viewpoint		
41.5030844	-8.2247436	Miradouro de Santa Marinha	viewpoint		
41.4098502	-8.1861194	Miradouro de São Salvador	viewpoint		
40.0205125	-8.3249204	Miradouro da Pedra da Ferida	viewpoint		
40.2254577	-7.9740225	Baloiço da Carriça	attraction		
41.3809806	-8.7608760	Monumento ao Dr. David Alves		monument	
41.3812244	-8.7611018	Homenagem aos Mortos da I Grande Guerra		monument	
41.2715574	-8.3802348	Moinho de Pêgas		monument	
38.9448195	-9.4146710		viewpoint		
39.9184702	-8.0506751	Miradouro para o Bravo	viewpoint		
39.3725873	-9.3748094	Limbo do Leste	viewpoint		
39.3695967	-9.3949106	Frei Rodrigo	viewpoint		
39.4082497	-9.5123975	Pedra do Elefante	viewpoint		
39.4177087	-9.5034877		viewpoint		
39.4147392	-9.5050260		viewpoint		
40.6013415	-8.6709488		attraction		
41.8709864	-8.2480832		viewpoint		
40.5891837	-8.6845397		attraction		
41.4182836	-6.7656277		viewpoint		
38.7845347	-9.4957748		viewpoint		
38.7837901	-9.4944812		viewpoint		
41.1895058	-6.9863510		viewpoint		
41.0642160	-7.3154434	Miradouro de Horta do Douro	viewpoint		
41.1688022	-7.5452970	Vale do río Torto	viewpoint		
41.1725756	-7.4901827	Miradouro	viewpoint		
39.1363928	-9.3809098		viewpoint		
39.1375785	-9.3793273		viewpoint		
37.8440126	-8.7929282		viewpoint		
40.2036202	-8.4353676		viewpoint		
40.2041693	-8.4366846		viewpoint		
37.8654213	-8.7926240		viewpoint		
41.8344236	-7.0738394	Miradouro	viewpoint		
40.0993852	-8.2337733	Baloiço do Burgo	attraction		
38.8542751	-9.4531171		viewpoint		
38.7537656	-9.2714542		viewpoint		
39.1488897	-7.1728789	Pinturas Rupestres de Vale de Junco	attraction	archaeological_site	
39.2383480	-7.2438755		viewpoint		
40.1800576	-6.1891736	Pozo del Cinojal	attraction		
40.2994054	-7.8724246	Penedo da Saudade	viewpoint		
39.6451142	-7.6875651	Miradouro das Portas de Ródão	viewpoint		
40.5075962	-7.5273417		viewpoint		
41.8726464	-8.8401607		viewpoint		
39.9862050	-8.0450951		viewpoint		
39.9917702	-8.0220271		viewpoint		
41.5503895	-8.4235099	Casa dos Crivos	attraction		
40.1895197	-6.1997325	Pasaderas del Molino Soso	attraction		
40.1861514	-6.1776418	Pozo Blanco	attraction		
37.7337569	-8.7965024	Praia do Porto das Barcas	viewpoint		
37.7037807	-8.7956994		viewpoint		
37.1196157	-8.9266169	Miradouro Praia da Barriga	viewpoint		
41.3729080	-7.8658306	Panorâmica das Fisgas de Ermelo	viewpoint		
40.1643244	-6.1993246	Cruz de la vaquera	attraction		
40.1558875	-6.2047926	Cancho del tablero	attraction		
40.0158075	-8.0993204		viewpoint		
41.3250256	-8.4484558	Miradouro da Nossa Senhora da Assunção	viewpoint		
40.3259582	-7.5724909	Covões do Alto Zêzere	viewpoint		
40.3942885	-7.5213245		viewpoint		
41.6361154	-7.4866891	Esconderijo da Moura	viewpoint		
41.6588288	-7.4763599		viewpoint		
41.6585793	-7.4752287		viewpoint		
41.2809813	-8.5199649	Monumento à Primeira Aterragem no Aeródromo da Maia		monument	
37.1527636	-7.8893269	Casa Memória da N2	museum		
39.4626025	-6.9896916		viewpoint		
41.8273789	-7.5416958	Miradouro dos Contrabandistas	viewpoint		
41.8566685	-8.1115129		attraction		
41.9466069	-8.8768211		viewpoint		
42.0917404	-8.8876078		viewpoint		
38.8803553	-6.9708388	Casa Álvarez		monument	
38.8803440	-6.9711932	Las 3 Campanas		monument	
41.7093262	-8.0938797		viewpoint		
39.1915211	-7.7888210		viewpoint		
41.3176345	-7.8968817	Miradouro do Torrão	viewpoint		
37.1880840	-8.4434424		attraction		
37.0428658	-8.8649673		viewpoint		
41.9531088	-6.9633378	Miradouro de Moimenta	viewpoint		
38.6643867	-9.0646959	Espaço Memória	museum		
38.9574991	-9.4149222		viewpoint		
40.4396283	-6.1506601	Cortafuegos	viewpoint		
40.4367507	-6.1483947	Vista del Cortafuegos	viewpoint		
38.6946282	-9.4166387		viewpoint		
38.7129628	-9.4842072		viewpoint		
40.7034840	-8.2891650	Baloiço Terra e Mar	attraction		
40.7036550	-8.2894730	Mota do Amor	attraction		
39.3586931	-9.1588147		viewpoint		
37.3465148	-7.4685647		viewpoint		
37.4016982	-7.4571036	Miradouro	viewpoint		
37.4718311	-7.4711360		viewpoint		
39.1907635	-7.7892774		viewpoint		
37.4701504	-7.4735377	Miradouro	viewpoint		
37.4696830	-7.4742053	Miradouro	viewpoint		
38.4899626	-8.9751740		viewpoint		
38.4941894	-8.9669511		viewpoint		
39.6344121	-8.5142791	Baloiço do Talegre	attraction		
39.6498309	-8.4665531		viewpoint		
38.8962492	-9.1577699	Baloiço das Portelas	attraction		
37.4701408	-7.4750029		viewpoint		
41.3195913	-6.4012931	Mirador del Castillo	viewpoint		
41.1744892	-6.7000761		viewpoint		
41.1732282	-6.6993531	Mirador del Tío Colagón	viewpoint		
41.1729170	-6.6994045		viewpoint		
41.1731282	-6.6994032		viewpoint		
41.2393655	-6.6278304	Mirador de Rupurapay	viewpoint		
41.2380785	-6.6473809	Mirador de rupitin	viewpoint		
41.3146548	-6.4306566	Mirador de las Escaleras	viewpoint		
41.3898815	-6.3133393	Mirador del testero del Burro	viewpoint		
41.3827845	-6.3113771	Asomadero de los Regatos	viewpoint		
41.4221400	-6.3028517	Asomadero del Casito de la Boiza	viewpoint		
39.6914800	-8.4810875		viewpoint		
37.4724377	-7.4668809	Mirador Viewpoint	viewpoint		
38.7754865	-9.4391000		viewpoint		
39.6400777	-8.4824383		viewpoint		
39.6726646	-8.4297904	Azenha de Paredes	attraction		
37.1115490	-8.6618279	6 Meia Praia Vila Galé - Comboio Turistico	attraction		
37.1129197	-8.6593104	7 Meia Praia Dom Pedro - Comboio Turistico	attraction		
37.1168065	-8.6523478	8 Meia Praia Iberostar Hotel - Comboio Turistico	attraction		
40.7157480	-8.1292527		viewpoint		
40.4058613	-7.5616441	Miradouro do Fragão do Corvo	viewpoint		
37.5267472	-8.7887391		viewpoint		
37.0805756	-8.6713561		viewpoint		
41.2983518	-7.7492570	Fonte Nova	attraction		fountain
37.6236228	-7.5267808	Museu do Contrabando	museum		
39.6761176	-8.4384214		viewpoint		
42.1081915	-8.8874352		viewpoint		
40.8517115	-7.7286335			monument	
39.5705735	-8.8200055	Miradouro de Chão das Pias	viewpoint		
41.1836157	-8.6832912	Casa do Design	museum		
41.0367210	-7.1675998	Pelourinho de Muxagata	attraction	pillory	
40.6166614	-8.0233800		viewpoint		
41.1364248	-8.6116107	Escaled	attraction		
38.7215156	-9.3124457	Miradouro de Porto Salvo	viewpoint		
38.9279402	-6.3615721	Alcantarilla Bridge	attraction		
41.1411334	-8.6078698		viewpoint		
41.1414883	-8.6063247		viewpoint		
41.1417649	-8.6049773		viewpoint		
39.3013079	-9.2772943	Miradouro da Pena Seca	viewpoint		
38.9652178	-9.4190045		viewpoint		
38.9653090	-9.4192282		viewpoint		
41.3000363	-7.7425046	Miradouro do Calvário	viewpoint		
37.5449190	-7.8367293	Nucleo Museológico de São Miguel do Pinheiro	museum		
39.0588188	-6.3025253	El Puente Romano de Aljucen	attraction		
41.1334089	-8.3784526			monument	
41.0386120	-8.6498649		viewpoint		
41.1846433	-8.6845516			monument	
41.1848002	-8.6846529			monument	
41.7426567	-8.3524593	Fojo do Lobo de Gondomar	attraction		
41.8036539	-7.8064045	Fojo do Lobo de Avelar	attraction		
41.8124390	-7.9537029	Fojo do Lobo da Portela da Fairra	attraction		
41.7451628	-8.3546293	Fojo do Lobo de Gondomar	attraction		
38.9695006	-9.4202250		viewpoint		
38.9702971	-9.4207590		viewpoint		
37.0802134	-8.6685458		viewpoint		
41.5135393	-7.9930633	Núcleo Museológico de Arte Sacra	museum		
39.6585153	-7.6776630	Pelourinho de Vila Velha de Ródão	attraction	pillory	
41.1641738	-8.0322603	Museu Municipal de Baião	museum		
41.5509135	-8.4300359	Tulipeiro dos Biscainhos	attraction		
41.0924104	-6.8050283	Freixo Duarte d'Armas	attraction		
38.9552393	-9.4148332		viewpoint		
38.7369222	-9.1074278	Árvore-da-Borracha-Australiana	attraction		
37.3266177	-6.2322805	Talhara		monument	
41.5567234	-6.1297448		viewpoint		
41.7247682	-6.9708202	Cascata do Cachão da Malhadinha	attraction		
41.5609522	-6.1619085	Mina del Carrascal	attraction	mine	
40.7730553	-8.1697496	Poços da Ponte Teixeira	attraction		
40.7825562	-8.1625996	Ponte romana	attraction		
38.7127353	-9.1355442	Capela dos Mirandas	attraction	tomb	
40.0530358	-8.3655473		viewpoint		
40.1706877	-6.1025093	Puente Romano de Cáparra	attraction		
41.7141169	-8.7890217	Ponte do Arco	attraction		
41.1578435	-8.6830783	Pérgola da Foz		monument	
38.4538965	-6.9842186	Las Pasaeras		monument	
40.2952579	-7.8654131	Miradouro do Largo Alfredo Duarte	viewpoint		
41.1716797	-8.1625150			monument	
40.3467393	-8.5926685	Museu LOAD ZX Spectrum	museum		
41.1380780	-8.6096365		viewpoint		
40.8977535	-7.9330928		viewpoint		
39.3939556	-7.6548256		viewpoint		
41.3616529	-7.8883794	Pelourinho de Ermelo	attraction	pillory	
41.2972715	-7.7403516	Cruzeiro de São Lázaro	attraction	wayside_cross	
40.3209452	-8.6219825	Cruzeiro de Lemede	attraction	pillory	
37.0853742	-7.7339706	Pomar dos Sabores	attraction		
37.2257324	-7.0225596		viewpoint		
40.0399812	-7.1141792		viewpoint		
39.5446277	-7.8035509	Miradouro da Barragem do Fratel	viewpoint		
40.1021866	-8.2348355		viewpoint		
41.6498451	-8.5992047	Miradouro de São Cristóvão	viewpoint		
41.3008508	-7.7409614	Cruzeiro da Carreira	attraction	wayside_cross	
38.3171066	-6.7711172		viewpoint		
41.4646647	-7.3334247	Miradouro de Santa Comba	viewpoint		
41.0516133	-7.6929626	Miradouro da Senhora da Graça	viewpoint		
41.5215310	-7.3167829	Miradouro de Santa Bárbara	viewpoint		
41.3542204	-7.4096447	Miradouro de Santa Bárbara	viewpoint		
40.9040356	-8.4958819	Museu do Calçado	museum		
41.2913473	-7.7457025		viewpoint		
38.7138380	-7.9875390	Anta da Vila de Arraiolos	attraction	archaeological_site	
39.6114936	-6.7810562	Castillo de Brozas		castle	
41.1411044	-8.5954399		viewpoint		
40.6575549	-7.9104840	Portas de Santa Cristina	attraction		
41.3815330	-8.7703703		viewpoint		
39.5381677	-8.7389950		viewpoint		
39.4928891	-8.5538482	Grutas de Lapas	attraction	yes	
41.0550278	-7.7252005	Antiga Judiaria de Salzedas	attraction	jewish_quarter	
39.4929520	-8.6658235	Miradouro de Santa Marta	viewpoint		
41.5495309	-8.4238422		attraction		
41.5107376	-7.9986954	Pelourinho das Pereiras	attraction	pillory	
41.7367255	-7.4649212	EN2 Km 0	attraction		shelter
39.6544577	-8.7607021	Baloiço da Torre Barrozinha	attraction		
40.7383180	-8.3194160	Baloiço do Rio	attraction		
40.7200480	-8.2976800	Baloiço da Serra	attraction		
39.3656073	-7.7495582		viewpoint		
41.1699928	-8.6733738	Sacrófago	attraction		
41.1694259	-8.6743340	Caminho das Vinhas	attraction		
41.1699563	-8.6721953	Antigo Anel Equestre	attraction		
41.1672491	-8.6769090	Fonte das Águas Ferreas	attraction		
40.4463883	-8.0894437		viewpoint		
39.9103299	-8.1406224		viewpoint		
39.8265160	-6.9800730	Miradouro da Fortaleza de Segura	viewpoint		
41.2698693	-8.3905996	Moinho de água		monument	
38.2120208	-7.8010137	Cascata	attraction		fountain
38.7516799	-9.1273880		viewpoint		
39.9103249	-8.1401182		viewpoint		
40.1816683	-7.8091033	Picoto Cebola	viewpoint		
39.9937320	-8.0388819	Meandros do Zêzere	viewpoint		
42.1600846	-8.7808415	Miradoiro O Piricoto de Vilar	viewpoint		
42.1631350	-8.7518576	O Banco do Encontro	viewpoint		bench
42.1655535	-8.7528443	Parque da memoria	attraction		
42.1606279	-8.7623745	Monumento a Milladoiro	attraction		
38.0576473	-8.1157302	Museu Municipal de Ferreira	museum		
42.1434111	-8.2521096	San Paio de Albeos		monument	
41.8321703	-7.9708803	Fojo do Lobo de Pitões das Júnias	attraction	trap	
41.1172821	-8.4710503	Miradouro da Lagoa de Midões de Baixo	viewpoint		
40.0566836	-8.6262238	Museu Municipal de Soure	museum		
37.1069601	-7.8550352	Centro Internacional d’Arte		monument	
40.4582940	-7.8915670	Baloiço das Antas Pró Mondego	attraction		
41.2962132	-7.7411079	Raposeira	viewpoint		
37.7087243	-8.7901361	Praia	attraction		
39.7020412	-8.2305519	Miradouro da Pedra da Malhada	viewpoint		
41.1536230	-8.6424560	Galeria da Biodiversidade	museum		
41.2927895	-7.7456796		viewpoint		
39.6565220	-8.4274177	Moinho do Guia	attraction		
39.6616342	-8.4290761	Forno de Cal Carqueijal	attraction	kiln	
41.1726414	-7.6723388	Miradouro de São Leonardo de Galafura	viewpoint		
38.9413558	-9.3970588	Heróis da Guerra do Ultramar		monument	
38.2142565	-7.8260007	Centro Interpretativo do Vinho da Talha	museum		
38.7340807	-9.1505646			castle	
39.6598315	-8.4730845		viewpoint		
37.3352721	-7.9534985	corte do ouro trek	attraction		
41.2276611	-8.6326057		viewpoint		
41.6575140	-8.1155523	Baloiço de Cantelães	attraction		
41.1504980	-8.6381315	Globo		monument	
41.1506500	-8.6386767	Centro Ciência Viva - Planetário do Porto	museum		
37.0867269	-8.7186044		viewpoint		
38.8409152	-9.4616772		viewpoint		
42.0976144	-8.6893916	Balcón do Val Miñor	viewpoint		
39.7309821	-8.2136326	Miradouro de Fernandaires	viewpoint		
38.0076445	-7.8106822		viewpoint		
42.1277082	-8.7989035	Presa da Regueira	attraction		
38.9489783	-9.3885017		viewpoint		
38.9495600	-9.3900694		viewpoint		
38.9495888	-9.3900530		viewpoint		
40.8312221	-8.3157674	Baloiço de Vilar	attraction		
39.6610860	-7.5706575	Miradouro de Perais	viewpoint		
40.4753208	-8.5019442	Lagoa do Paúl	attraction		
38.5149138	-7.7138546	Moinho Novo	attraction	watermill	
38.9835020	-9.1637183		viewpoint		
39.4754174	-8.9127881		viewpoint		
41.4827150	-8.7174686			monument	
38.9730569	-9.1028893	Miradouro do Forte da Carvalha	viewpoint		
41.1791165	-8.6973257	Titã do Molhe Sul do Porto de Leixões	attraction	industrial	
38.9958658	-9.1431212	Baloiço dos Galhofos	attraction		
39.6036312	-8.4193498	Janela do Capítulo	attraction		
39.5422804	-7.8114930	Baloiços Lilases	attraction		
39.0230771	-9.1508980	Moinho do Sobral	attraction		
38.7203482	-9.2842848	Castelo	viewpoint		
41.8163391	-8.5069295	Cascata rio cabrão	attraction		
37.0703234	-6.6881683		viewpoint		
41.2960554	-7.3686810	Miradouro de São Lourenço	viewpoint		
40.0980393	-8.2348906	Miradouro da Cruz	viewpoint		
38.7067083	-9.1337355	Centro Tejo	museum		
38.7073187	-9.1351701	Centro Interpretativo da História do Bacalhau	museum		
39.2374395	-8.6822251		viewpoint		
39.0928981	-9.2608359	Cooperativa de Comunicação e Cultura de Torres Vedras	museum		
41.5528188	-8.4220182	Espaço Maria Ondina Braga	museum		cafe
40.3706593	-8.0563915	Miradouro Pedra da Sé	viewpoint		
40.0644040	-8.1668602		viewpoint		
40.0650388	-8.1661315		viewpoint		
40.0658960	-8.1656521		viewpoint		
40.3735306	-8.3657311		attraction	wayside_shrine	place_of_worship
40.3723904	-8.3652820		attraction	wayside_shrine	place_of_worship
40.3721549	-8.3645802	Cena de Jesus	attraction	wayside_shrine	place_of_worship
40.3725695	-8.3650080		attraction	wayside_shrine	place_of_worship
39.4575338	-8.6663142		viewpoint		
39.6963933	-8.2651415		viewpoint		
39.3757514	-9.3790555		viewpoint		
40.7563454	-8.3731200		viewpoint		
38.9242344	-9.2500520	Baloiço Monteleite	attraction		
40.2538890	-7.9038890	Baloiço da Maria Negra	attraction		
40.2725740	-7.8799730	Baloiço da Lomba	attraction		
41.1783344	-8.6872189	Casa da Arquitectura	museum		
38.3741739	-7.1728314			castle	
37.2584695	-6.9503644	La palmera	attraction		
37.3630462	-7.5721587	Miradouro Mirador	viewpoint		
41.1686132	-8.6909083		viewpoint		
40.2084306	-8.4293702	Pelourinho	attraction	pillory	
41.1622326	-8.4915071	Casinha do Padeiro	viewpoint		
41.1748746	-8.4957033	Trono Romano - Miradouro	viewpoint		
41.1795693	-8.4980279	Baloiço de Stª Justa	viewpoint		
41.2444734	-8.4397056	Baloiço de Lordelo	viewpoint		
40.8867146	-8.2299454	Miradouro do Côto do Boi	viewpoint		
42.0467232	-8.5595062	Monumento a Charles Lindberg		monument	
42.1114493	-8.2597770	Espaço Memória e Fronteira	museum		
40.8731736	-8.1094684	Portal do Inferno e Garra	attraction		
40.9552780	-8.2072220	Icnofósseis de Vilarinho	attraction		
40.9316670	-8.3258330	Pedra Má	attraction		
40.2954192	-7.8658545	Miradouro de Santo António	viewpoint		
41.8921964	-8.3203345	Baloiço do Mezio	attraction		
39.0448250	-8.6520635			monument	
37.6887422	-6.5598759	Talleres Mina	attraction		
39.2991824	-7.4135020			monument	
41.3773484	-8.7669980	Estátua O Pescador	attraction		
38.7670113	-9.1474770	Spotters area Lisbon Airport Arrivals (LPPT/LIS)	viewpoint		
38.7616835	-9.1460076	Miradouro de Aviões	viewpoint		
37.2049356	-8.8968539		attraction		
37.0854323	-8.9517721	Torre de Aspa	viewpoint		
41.6592060	-8.1404130	Baloiço Panorâmico de Eira Vedra	attraction		
41.6575447	-8.1145849	Miradouro de Cantelães	viewpoint		
39.7565726	-9.0325470		viewpoint		
38.7064881	-9.1717810	Miradouro do Largo das Necessidades	viewpoint		
39.6386618	-8.4597494		viewpoint		
39.6847749	-9.0574107		viewpoint		
39.6018889	-8.4268279	Baloiço da Mata Nacional dos Sete Montes	attraction		
41.8987397	-8.3187658	Miradouro Porta do Sol	viewpoint		
41.5871159	-8.6588767		viewpoint		
41.5939986	-8.2734431	Entoncamento com Via Romana VII (deriva para Castelo de Lanhoso/ Carvalho de Calvos	attraction		
41.3181677	-8.2072715	Miradouro	attraction		
41.3242624	-8.1983745	Mémé	attraction		
41.2190830	-8.5029810	Baloiço de Quintarei	attraction		
41.2069370	-8.4901130	Baloiço Balselhas	attraction		
40.2067300	-8.4240792		viewpoint		
39.4497525	-7.3679824	Bike Rail Marvão	attraction		
42.0804255	-8.4962967	Museo do Viño do Condado do Tea	museum		
41.2977152	-7.7504259	Cruzeiro da Senhora da Boa Hora	attraction	wayside_cross	
38.7001754	-9.2834430		viewpoint		
38.6989183	-9.2816466		viewpoint		
41.1285128	-8.4349456		viewpoint		
39.9724335	-6.3175694	Centro de Interpretación de los Pueblos de Colonización	museum		
39.3105083	-6.3240579	Castillo de Mayoralgo		castle	
38.9733559	-9.1807617	Baloiço	attraction		
40.4367570	-8.4834350	Baloiço Maria Gomes	attraction		
37.9869013	-8.6999273		viewpoint		
41.8921590	-7.8663429	Castelo da Picoña		castle	
41.9521852	-7.7667041	Castelo da Raiña Loba		castle	
38.7979423	-9.4895016		viewpoint		
38.8005376	-9.4878027	Miradouro do Fojo da Adraga	viewpoint		
38.9960970	-9.1049920	Baloiço Moinho do Céu	attraction		
39.7025630	-8.2960795	Pelourinho de Águas Belas	attraction	pillory	
41.1199491	-8.3768503	Baloiço dos Amigos da Pegadinha	attraction		
41.1200817	-8.3771783		viewpoint		
41.9626775	-8.8402566	Muíños do Folón	viewpoint		
41.5301381	-6.2250101	Mirador del Ponton	viewpoint		
39.7582786	-8.7316149	Miradouro do Vale do Lapedo	viewpoint		
39.6868191	-8.7942728		viewpoint		
40.8391076	-8.4023793	Palacete de José António Martins		castle	
40.8043755	-8.2661024	Casa da Broa de Paraduça	attraction		
40.8243956	-8.2508472	Espigueiros da Lomba	attraction		
40.8300766	-8.2511624	Canhão das Estacas	attraction		
40.8408663	-8.2784932	Centro Interpretativo da Serra da Freita	attraction		
41.7741631	-6.5144915			monument	
41.1871946	-8.6991054		museum		
37.9427890	-7.5977540	Museu do Cante	museum		
40.0994591	-8.2331694		viewpoint		
39.2147782	-9.3430650	Miradouro do Dinossauro	viewpoint		
40.8249558	-8.2142226	Poço da silha	attraction		
41.6874330	-8.3066100	Baloiço do Urjal	attraction		
39.5618987	-9.0800832		viewpoint		
41.1625260	-8.6583629		attraction		
37.3191299	-8.8031165	Pelourinho de Aljezur		monument	
37.3165815	-8.7992227			monument	
37.3162901	-8.7994894			monument	
39.7164670	-8.2078239	Miradouro da Seada	viewpoint		
40.8301436	-7.3219760	Pelourinho de Moreira do Rei	attraction	pillory	
41.9045454	-8.8728955	Castelo de Santa Cruz		castle	
38.5304817	-9.1819969		viewpoint		
39.4734775	-8.2470343		viewpoint		
41.1560174	-7.7924877	Sandeman	attraction		
38.7291121	-9.1553312		viewpoint		
40.2889601	-7.5796357	Miradouro da Varanda dos Pastores	viewpoint		
40.2687422	-7.5397084	Miradouro do Alto dos Livros	viewpoint		
38.4898029	-8.9564023		viewpoint		
39.3777952	-9.3161087		viewpoint		
41.0991194	-7.8085923	Miradouro do Castelo	viewpoint		
40.8323750	-8.1203050	Baloiço da Serra da Arada	attraction		
40.8255479	-8.1299026	Mariolas da Arada	attraction		
39.9814626	-8.4708281		attraction		
39.9816552	-8.4711743		attraction		
40.2912162	-7.5272853		viewpoint		
40.2910617	-7.5363537		viewpoint		
41.2912745	-7.7462198	Miradouro da Vila Velha	viewpoint		
38.6303161	-8.9153057	Museu - A Estação	museum		
41.0836870	-8.1203219	Cascata Cinfães	attraction		
40.1566509	-7.9761218		viewpoint		
40.6571169	-7.9108542	Muralha Romana da Rua Formosa	attraction	archaeological_site	
39.9812383	-8.4705862		attraction		
37.8907665	-6.5626942		viewpoint		
37.8705137	-6.7879741	Micro museo El buscador de Setas	museum		
37.8706369	-6.7868321		viewpoint		
37.8699822	-6.7872823		viewpoint		
37.8778794	-6.6675563	Arias Montano		monument	
37.1388269	-8.0212574	Dr. José Alves Batalim Júnior e Maria Augusta M. Batalim		monument	
37.0303577	-7.8152312		viewpoint		
37.1405317	-8.0256859	Francisco X. D'Ataire Oliveira		monument	
41.3686082	-6.3827222	Mirador de la Peña del Cura	viewpoint		
39.3625440	-9.1558550	Baloiço de Óbidos	attraction		
40.5959990	-8.7422760	Baloiço da Borda	attraction		
38.7691486	-7.7182738	Baloiço de Évora Monte	attraction		
40.5881110	-8.3531110	Baloiço Barriga da Mulher	attraction		
40.5758080	-8.5121010	Baloiço I love Pateira	attraction		
40.5728110	-8.4466030	Baloiço do Adro	attraction		
40.6513900	-8.4495770	Baloiço Bela Vista	attraction		
40.6115230	-8.4244390	Baloiço Valle Longum	attraction		
40.5660110	-8.4104110	Baloiço da Amizade	attraction		
40.5662820	-8.4005760	Baloiço da Nora de Bolfiar	attraction		
40.7998360	-7.8273000	Baloiço de Côta	attraction		
40.6799300	-7.8672097	Baloiço do Avô Tino	attraction		
40.6985620	-7.9220330	Baloiço Santa Luzia	attraction		
41.8465850	-6.9935860	Baloiço Panorámico da Chouriça	attraction		
41.5685180	-6.5331740	Baloiço do Arrebu	attraction		
41.3242540	-8.6766080	Baloiço Panorâmico Santo Ovídio	attraction		
41.7269960	-8.4581588	Baloiço do Oural	attraction		
41.0961840	-8.6138740	Baloiço dos Ribeirais	attraction		
41.0794260	-8.5901080	Baloiço da Serra de Canelas II	attraction		
41.0766980	-8.5886810	Baloiço da Serra de Canelas	attraction		
41.1231720	-8.6127680	Baloiço adaptado do jardim de Soares dos Reis	attraction		
41.0550320	-8.4643760	Baloiço da Bica	attraction		
41.9561760	-8.7461750	Baloiço da Sogra	attraction		
39.4781820	-8.4504720	Baloiço adaptado da Atalaia	attraction		
38.8582420	-9.0819610	Baloiços das Bragadas	attraction		
38.8599410	-9.0788580	Baloiço do Raimundo	attraction		
41.3086610	-7.1559970	Baloiço de Vila Flor I	attraction		
41.3125520	-7.1502800	Baloiço de Vila Flor III	attraction		
41.3029590	-7.1526060	Baloiço de Vila Flor II	attraction		
41.6564510	-8.0769930	Baloiço da Serradela	attraction		
41.6580550	-8.1150690	Baloiço Panorâmico de Cantelães	attraction		
41.6099750	-8.1639290	Baloiço de Anissó	attraction		
41.6126400	-8.1893840	Baloiço de Nossa Senhora da Lapa	attraction		
41.6355170	-8.1032620	Baloiço de Pinheiro	attraction		
41.5849440	-8.1366820	Baloiço Encanto d' Alma	attraction		
38.2131130	-7.7863100	Baloiço da Vidigueira	attraction		
41.7252820	-8.6742020	Baloiço Geraz do lima	attraction		
41.7272410	-8.6762840	Baloiço do Cais	attraction		
41.7276670	-8.6763890	Baloiço do Parque Verde de Lanheses	attraction		
41.9715030	-8.3821210	Baloiço da praia fluvial do percurso dos Passadiços do Sistelo	attraction		
41.6320440	-7.2473040	Baloiço da praia fluvial do Rabaçal	attraction		
41.1786640	-8.4980030	Baloiço Santa Justa	attraction		
41.1565610	-8.4835080	Baloiço de Couce	attraction		
41.1468360	-8.4694470	Trono Romano de Pias	attraction		
41.1717610	-8.4858940	Trono Romano do Vale da Tranquilidade	attraction		bench
41.1748940	-8.4957690	Trono Romano do Miradouro de Santa Justa	attraction		
41.2208410	-8.4823200	Baloiço do Vale da Cobra	attraction		
41.1636080	-8.4917650	Baloiço do Monte de Santa Justa	attraction		
41.1730310	-8.5046880	Baloiço da Ervedosa	attraction		
41.1875730	-8.5136920	Baloiço Capela Senhora dos Chãos	attraction		
42.0314240	-8.5823540	Baloiço do Mosteiro de Sanfins	attraction		
40.5497600	-8.7711000	Baloiços da Vagueira	attraction		
40.3710110	-8.0561410	Baloiço Pedra da Sé	attraction		
40.3557870	-7.9642120	Baloiço do Lajedo	attraction		
40.4058940	-7.9686430	Baloiço do Bóco	attraction		
40.2972040	-8.0917950	Baloiço dos Castelos	attraction		
40.3583500	-7.9946630	Baloiços das Carvalhas	attraction		
41.3181560	-8.5371010	Baloiço do Meco	attraction		
41.3465987	-8.5970565	Baloiço da Azenha do Portela	attraction		
41.3386350	-8.5611610	Baloiço do Rotações	attraction		
40.7127470	-7.4375060	Baloiço do Lagar	attraction		
39.0706297	-9.1989609	Baloiço da Quinta do Penedo	attraction		
39.1082480	-9.3125890	Baloiço do Seixinho	attraction		
39.0892390	-9.1840210	Baloiço O Moínho	attraction		
39.1037708	-9.1618828	Baloiço Ecoparque	attraction		
